venue_name,address,city,state,zip_code,phone,website,sports_supported,latitude,longitude,approved_at,photo_review_status,admin_status,country,origin_type,community_source,community_source_id,community_seed_batch,community_seeded_at,community_curated_by,community_provenance,place_type
Bar Corporación,Calle 71,,,,,,,4.6706457,-74.0785978,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00123,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Barrita Express,Calle 164,,,,,,,4.7431823,-74.0374294,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00124,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bartoiucci 75,Carrera 52,,,,,,,4.6712835,-74.0731156,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00125,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Restaurante Bar Tienda de Armenia,Calle 64C,,,,,,,4.6734173,-74.0967491,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00126,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Sebas,Avenida Calle 66,,,,,,,4.6777136,-74.0956494,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00127,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Beer Master Bar,Carrera 70B,,,,,,,4.6753248,-74.098545,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00128,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Maracana Bar,Avenida Carrera 70,,,,,,,4.6760631,-74.0968813,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00129,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar La Negra,Calle 77,,,,,,,4.6697162,-74.0682205,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00130,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Rackela Eden Hall,Calle 77,,,,,,,4.6699574,-74.0683047,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00131,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Juank,Transversal 93,,,,,,,4.6905551,-74.1173914,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00132,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Restaurante Parrilla Bar,Calle 64G,,,,,,,4.6904133,-74.1171175,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00133,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
El Baragol Rojo,Carrera 71C,,,,,,,4.6704788,-74.1062295,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00134,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
England Pub,Carrera 71C,,,,,,,4.6702833,-74.1064437,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00135,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Vlady Karaoke Bar,Avenida Calle 53,,,,,,,4.670429,-74.1061762,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00136,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bavara Café y Bar,Carrera 33,,,,,,,4.6307261,-74.0822616,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00137,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Restaurante Los Barriles,Calle 129A,,,,,,,4.7174653,-74.0657061,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00138,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Simpsons Bar,Avenida Carrera 86,,,,,,,4.6987311,-74.1040394,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00139,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Zarek Cigarrería Bar,Diagonal 83,,,,,,,4.7036771,-74.0926319,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00140,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Blue Label Bar,Carrera 73A,,,,,,,4.6888772,-74.0966337,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00141,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Barca VIP,Avenida Calle 72,,,,,,,4.6888349,-74.0966961,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00142,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Tattos Bar,Avenida Calle 72,,,,,,,4.6911193,-74.0996179,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00143,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Olla de Barro,Carrera 58,,,,,,,4.6847049,-74.0650628,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00144,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bricko Pizza Bar,Calle 140,,,,,,,4.7207077,-74.040088,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00145,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Columna Bar,Calle 74 Bis,,,,,,,4.697818,-74.1037756,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00146,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Pizza Sportin,Carrera 80,,,,,,,4.6933723,-74.1007666,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00147,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Barbacoa,Carrera 60,,,,,,,4.6877154,-74.0655289,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00148,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar la Clave 75,Calle 75,,,,,,,4.6963799,-74.1001191,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00149,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Tropezon Bar,Calle 76,,,,,,,4.6973009,-74.0987518,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00150,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar la Amistad,Carrera 90,,,,,,,4.7089346,-74.1001486,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00151,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Black Pub,Carrera 102A,,,,,,,4.7319417,-74.098738,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00152,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
San Arnold Pub,Avenida Carrera 19,Bogotá D.C.,,,,,,4.731347,-74.0452041,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00153,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Pool Bar,Avenida Carrera 19,Bogotá D.C.,,,,,,4.7313464,-74.0448269,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00154,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Ruta 128,Calle 128B,,,,,,,4.7141215,-74.0542472,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00155,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Arman Ruiz Café Bar,Avenida Calle 63,Bogotá D.C.,,,,,,4.6509228,-74.0708067,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00156,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Punto Rojo,Carrera 94,,,,,,,4.6952726,-74.1149304,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00157,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Video Bar Donde Liz,Carrera 80,,,,,,,4.6890515,-74.1041316,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00158,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Abbot Rock Bar,Calle 65,,,,,,,4.6521562,-74.063612,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00159,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar La 15,Avenida Calle 63,Bogotá D.C.,,,,,,4.6496527,-74.0658632,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00160,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Taberna Bar Nico,Calle 62,,,,,,,4.6488539,-74.0641345,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00161,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Ambar Coffee,Avenida Carrera 24,Bogotá D.C.,,,,,,4.6426957,-74.0737069,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00162,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Cafeteria Bar La 55,55-17 Carrera 13,,,,,,,4.642598,-74.0648029,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00163,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Esquina Bar,Carrera 9,,,,,,,4.6453959,-74.0625206,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00164,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Barra Roja,Calle 64,,,,,,,4.7113502,-74.1402771,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00165,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Pubway,Carrera 24,Bogotá,,,,,,4.6301255,-74.0748224,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00166,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar y Licores,Carrera 13,,,,,,,4.6223136,-74.0681524,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00167,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Restaurante Bar,Carrera 13,,,,,,,4.6212662,-74.0683394,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00168,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Barra,Carrera 24,,,,,,,4.6412212,-74.074216,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00169,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Vive tu pasión Baru,Carrera 105A,,,,,,,4.7043593,-74.1215017,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00170,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Barra Roja,Carrera 105F,,,,,,,4.7035473,-74.1228622,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00171,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Cafeteria Bar,Calle 53B,,,,,,,4.6435305,-74.0765461,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00172,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Terraza Bar Café,Calle 53B,,,,,,,4.6434349,-74.0761056,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00173,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Angy,Carrera 105F,,,,,,,4.7008821,-74.1245882,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00174,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Taberna Bar los Caballitos,Avenida Calle 63,,,,,,,4.7007349,-74.1320859,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00175,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Santandereano Barichara,Avenida Calle 72,,,,,,,4.7040737,-74.1170402,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00176,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Cafe Parrilla Bar,Avenida Calle 72,,,,,,,4.7027446,-74.1154845,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00177,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Disco Bar,Avenida Calle 72,,,,,,,4.7025766,-74.115323,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00178,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Kaluha Bar,Avenida Calle 72,,,,,,,4.7022938,-74.1150547,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00179,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Barrockola V8,Avenida Calle 72,,,,,,,4.7020773,-74.1147615,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00180,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Barra al Rojo,Calle 70,,,,,,,4.7045247,-74.1241704,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00181,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Barcelona,Calle 68A,,,,,,,4.7062711,-74.1316101,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00182,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Villas Bar,Calle 79,,,,,,,4.7193511,-74.1210873,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00183,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Terraza Bar,Avenida Calle 19,,,,,,,4.6058261,-74.0720188,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00184,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Camaleón Restaurante Café Bar,Carrera 3,,,,,,,4.6035438,-74.0680916,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00185,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Capital Pub,Avenida Calle 19,,,,,,,4.6033854,-74.0683287,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00186,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Restaurante Magic Bar,Calle 19 Sur,,,,,,,4.5836478,-74.1014683,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00187,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Willo's Rumba Bar,Calle 27 Sur,,,,,,,4.5723569,-74.0980812,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00188,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar la Almendra,Calle 24,,,,,,,4.6131893,-74.075049,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00189,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar el Trebol,Calle 24,,,,,,,4.6135603,-74.0751597,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00190,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Cafeteria Bar Pipe,Calle 22,,,,,,,4.6114383,-74.0756686,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00191,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Licorera Bar La 50,Carrera 50,,,,,,,4.6180166,-74.1132156,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00192,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Restaurante Marbar,23-00 Sur Carrera 24,,,,,,,4.5845469,-74.10659,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00193,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Video Bar,Transversal 17A,,,,,,,4.5937329,-74.0899573,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00194,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Santander,Carrera 17,,,,,,,4.6135206,-74.0762341,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00195,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Tienda Bar Saguan Tolimense,9-31 Carrera 16,,,,,,,4.6017907,-74.0844052,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00196,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Pescadero El Barco,Calle 10A Bis Sur,,,,,,,4.5883435,-74.0971527,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00197,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Aviciola Barcelona,Carrera 9,,,,,,,4.566442,-74.1018692,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00198,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Campiña Bar Lãcteo,Avenida Calle 20,"bogota, D.C",,,,,,4.6270062,-74.0985098,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00199,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar el Paraiso Aquilar,Calle 37B Sur,,,,,,,4.5545466,-74.0970356,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00200,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Bolitejo,Calle 66A Sur,Bogotá,,,,,,4.5516178,-74.1388756,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00201,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Rockola,Avenida Calle 53,,,,,,,4.6687857,-74.104535,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00202,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Futbols Cafeteria,Avenida Calle 13,,,,,,,4.6256954,-74.1043537,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00203,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
pub & grill,Calle 24,bogotá D.C.,,,,,,4.6637918,-74.1180454,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00204,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Monte Video Bar,Calle 19,Bogotá D.C.,,,,,,4.6427436,-74.1133421,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00205,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Oficina Paisa Bar,Carrera 69,Bogotá D.C.,,,,,,4.6107918,-74.1373116,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00206,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Fonda Cafe Bar,Avenida Carrera 27,,,,,,,4.5985484,-74.0999871,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00207,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
GH Bar,Carrera 68G Bis,,,,,,,4.6108307,-74.1325624,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00208,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Karoake Plaza Bar,Avenida Calle 26 Sur,Bogotá D.C.,,,,,,4.6146176,-74.1356458,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00209,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Catinos Salsa Bar,Avenida Primero de Mayo,Bogotá D.C.,,,,,,4.6161216,-74.1369377,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00210,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Samoa Bar,Carrera 56,,,,,,,4.6208364,-74.1187615,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00211,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Fusion Bar and Disco,5-29 Carrera 71D,,,,,,,4.6189647,-74.1376455,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00212,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Sunset Cafe Bar,4-15 Carrera 71D,,,,,,,4.6195422,-74.1374952,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00213,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Canterbury Cafe Bar,3A-37 Carrera 71D,,,,,,,4.6197885,-74.1375012,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00214,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Martina Bar,3A-05 Carrera 71D,,,,,,,4.6200599,-74.1375071,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00215,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Rockola Bar El Buen Amigo,Calle 2B,Bogotá D.C.,,,,,,4.6112868,-74.1139407,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00216,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
J.R.K. Bar Social,Calle 2D,Bogotá D.C.,,,,,,4.6117036,-74.1132134,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00217,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Barcelona,Carrera 56A,Bogota,,,,,,4.6168852,-74.1227938,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00218,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Barista Roja,Calle 54 S,Bogotá,,,,,,4.5856531,-74.1416401,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00219,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Verona pizzería bar,Avenida Miramar,,,,,,,10.4120654,-75.5409999,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00220,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Ginebra Pub,Calle 2,,,,,,,4.6415834,-74.1604656,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00221,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar el Apero,Carrera 69B,,,,,,,4.6123065,-74.1385337,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00222,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
RM Restaurant Sports Bar,9-06 Calle de la Sierpe,Cartagena de Indias,,,+57 5 6600056,www.rmcartagena.com,,10.4211377,-75.5464687,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00223,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
El Barrio,,,,,,,,4.6275537,-74.0744683,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00224,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Barna,,,,,,,,6.2126393,-75.5737902,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00225,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
